Listing ID,Listing Name,Listing Sync,Show Listing,Listing Status,PMS Name,Base Price,Recommended Base Price,Min Price,Max Price,Bedroom Count,City,Customization Group,Customization Sub Group,Tags,Total Occupancy ( Next 60 Days ),Total Occupancy ( Next 90 Days ),Nights Booked ( Past 7 Days ),Nights Booked ( Past 15 Days )
376033,"Van Mulkey 3136 (PF) -- Creekside Paradise: Hot Tub,Arcade Games,NEAR PF!",TRUE,TRUE,available,hostaway,330,330.0,154,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 1,HA1,NotKnox,PF,Safely,Summer,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,3-4BR; vrbo:4559355",100 %,100 %,0,0
376933,"Glen Peterson 233 (SCounty) -- The Boujee Bear | MTN View, Hot Tub, Foosball!",TRUE,TRUE,available,hostaway,195,193.0,160,,3,Sevierville,1-4 BR with MINIMUM REQUESTS,,"1-2BR Cabin,BlessedCleaningTyler,Group 1,HA1,NotKnox,Safely,SCounty,Summer,3-4BR; vrbo:4542529; airbnb:1397156083824621689",68 %,51 %,4,28
376938,"Glen Peterson 5175 (SCounty) -- Multi-Level Getaway | Pool, Hot Tub and Fireplace",TRUE,TRUE,available,hostaway,220,224.0,180,,2,Sevierville,1-4 BR with MINIMUM REQUESTS,,"1-2BR Cabin,Group 1,HA1,NotKnox,Safely,SCounty,Summer,3-4BR,BlessedCleaningTyler; vrbo:4873968; airbnb:1507360271413642678",87 %,70 %,16,16
376944,Glen Peterson 3710 (GAT) -- Smoky Mountain Luxurious Serenity,TRUE,TRUE,available,hostaway,140,134.0,120,,2,Gatlinburg,1-4 BR with MINIMUM REQUESTS,,"1-2BR Condo,GAT,Group 1,HA1,NotKnox,Safely,Summer,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,3-4BR; vrbo:4624734; airbnb:1395774754843859358",13 %,9 %,7,7
378580,"Melissa Allen 3666 (SCounty) -- Smokies Cabin Life: View, Hot Tub, Grill, Game Room",TRUE,TRUE,available,hostaway,210,207.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Lily,NORMAL,NotKnox,Pet,Safely,SCounty,TendwellCleaning,FleurishAlicia,HA3,1-2BR Cabin,3-4BR; vrbo:4668930; airbnb:1392019289270751693",63 %,46 %,0,5
381205,"Geri Giddens 437 (PF) -- Enchanted Mountain Escape: Hot tub, Grill, Games!",TRUE,TRUE,available,hostaway,480,502.0,350,,8,Pigeon Forge,Cabins/Houses (7+ Bedrooms),,"7+BR,BlessedCleaningTyler,Group 1,HA1,Key,Lily,NotKnox,PF,Safely,SCounty,1-2BR Cabin,3-4BR,OglesCleaningTrenton; vrbo:4639535; airbnb:1400779494728621213",28 %,27 %,4,20
381210,Kevin Ling 5436 (KCity) -- The Knoxville Nest: Cozy 3BR Retreat w/ Fireplace,TRUE,TRUE,available,hostaway,195,190.0,124,,3,Knoxville,Knox All listing,Knox 3-4BR,"EasyBNBAmanda,Group 2,HA2,KCity,Regina,Safely,KnoxStaytion,3-4BR,SCounty,1-2BR Cabin,KCounty; vrbo:4715520; airbnb:1397313293462705399",68 %,79 %,0,16
382134,Michelle and Roncie Fernandes 1144 (GAT) -- Bearly Dreaming Elite Location Hot Tub & Game Room,TRUE,TRUE,available,hostaway,295,279.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,GAT,Group 1,HA1,Key,Lily,NotKnox,Safely,3-4BR,SCounty,1-2BR Cabin,Group 2,Kyle; vrbo:4594663; airbnb:1406380718894480025",92 %,72 %,0,3
383100,"Lindsey Smith 2833 (SCounty) -- Little Bears Cabin: Hot Tub, Fireplace & Grill!",TRUE,TRUE,available,hostaway,150,161.0,90,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCounty,3-4BR,1-2BR Cabin; vrbo:4668931; airbnb:1405144926795182905",88 %,92 %,0,0
384346,"Digant Patel 1554 (SCounty) -- Mountain Mischief: Hot Tub, Games & Cozy Fireplace",TRUE,TRUE,available,hostaway,150,147.0,85,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,3-4BR,Kyle; vrbo:4639536; airbnb:1405786805866450392",78 %,61 %,0,5
385793,"David Sussman 3759 (SCounty) -- Chalet Bellemont: View, Heated Swim Spa, Game Room",TRUE,TRUE,available,hostaway,450,462.0,250,1900,6,Sevierville,Luxury Cabins/Houses (5-6 Bedrooms),,"5-6BR,Group 1,HA1,Jordan,NotKnox,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,HA3,1-2BR Cabin,3-4BR,Stillwater,Luxury; vrbo:4578105; airbnb:1409424647449072572",78 %,64 %,3,28
385795,"Jill Bishop 2719 (SCounty) -- Sawmill Lodge: Hot Tub, Theater, Putt Putt & Views",TRUE,TRUE,available,hostaway,260,255.0,110,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,3-4BR,1-2BR Cabin,scounty; vrbo:4637398; airbnb:1409438656722514108",80 %,74 %,0,9
385800,"Lowell Weiss 229 (GAT) -- The Smoky Bear: View, Hot Tub, Pool & MORE!",TRUE,TRUE,available,hostaway,300,300.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,Lily,NotKnox,Safely,TendwellCleaning,BlessedCleaningTyler,GAT,HA4,NORMAL,SCounty,1-2BR Cabin; vrbo:4937037; airbnb:1445680554318845210",92 %,83 %,0,1
385831,Dan and Melissa Hanlon Combo 1&2 (SCity) -- Cedar's Peak - Downtown 2 Condos,TRUE,TRUE,available,hostaway,125,134.0,85,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,FleurishAlicia,Group 2,HA1,NotKnox,Safely,SCity,1-2BR Cabin,3-4BR,HA2,Lily,SCounty; vrbo:4899688; airbnb:1406641024605396068",45 %,38 %,0,0
386891,"Jordan Sims 1467 (SCounty) -- Smoky Mountain Dove | Hot Tub, Firepit, Fireplace",TRUE,TRUE,available,hostaway,145,149.0,75,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,Lily,NotKnox,Safely,SCounty,3-4BR; vrbo:4639538; airbnb:1411537004073313026",67 %,51 %,17,17
99669,Lily Phillips 305 (PF) -- Swimming Bears Lodge 1 - Indoor Pool & Hot Tub!,FALSE,TRUE,hidden,hostaway,310,Unavailable,,,4,Pigeon Forge,,,"Blocked Calendar,HA1,NotKnox,PF,3-4BR,HA3,SCounty,1-2BR Cabin,FleurishAlicia,Group 1,Summer; vrbo:2667659; airbnb:554968355191262904",100 %,100 %,0,0
99671,"Lily Phillips 308 (PF) -- Swimming Bears Lodge 2 - Pool, Hot Tub, & Theater!",FALSE,TRUE,hidden,hostaway,310,Unavailable,,,4,Pigeon Forge,,,"Blocked Calendar,HA2,NotKnox,PF,3-4BR,HA3,SCounty,1-2BR Cabin,FleurishAlicia,Group 1,HA1,Summer; vrbo:2672876; airbnb:1146082139413451138",100 %,100 %,0,0
227666,Jerry Neville 826 (PF) -- Tennessee Time |Hot Tub & GameRoom,FALSE,TRUE,hidden,hostaway,410,Unavailable,,,5,Pigeon Forge,,,"Blocked Calendar,PF,SCounty,HA3,1-2BR Cabin,3-4BR,5-6BR,Group 1,HA1,NotKnox,OglesCleaningTrenton,Summer; vrbo:3846631; airbnb:1097081430385225931",100 %,100 %,0,0
386914,"Tara Rao 116 (BC) -- The Little Timber: Cozy, Hot Tub & Fireplace!",TRUE,TRUE,available,hostaway,160,161.0,100,,2,Townsend,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BC,Group 2,HA1,Lily,MaidTooPerfection,NORMAL,NotKnox,Safely,SCounty,3-4BR,Summer,TendwellCleaning,MaidTooPerfectionJessica; vrbo:4665415; airbnb:1450094394208363318",45 %,30 %,14,33
387284,Ruth Heath 458 (PF) -- Cloudspire Chalet: Arcade Games & Outdoor Lounge!,TRUE,TRUE,available,hostaway,185,182.0,98,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,Lily,NORMAL,Pet,PF,Safely,TendwellCleaning,BlessedCleaningTyler,SCounty,1-2BR Cabin,NotKnox; vrbo:4639539; airbnb:1416023494257329753",55 %,39 %,0,9
387295,"Kaley Eversgerd 933 (SCounty) -- Mountaintop RnR | Hot Tub, Roku TVs & Fireplace!",TRUE,TRUE,available,hostaway,130,129.0,80,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,3-4BR; vrbo:4641525; airbnb:1412352416375997812",60 %,40 %,0,3
393217,Pooja Mehta 2933 (PF) -- Spacious 5BR Retreat w/ Theater & Hot Tub,TRUE,TRUE,available,hostaway,364,Unavailable,149,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 2,HA1,Katie,NORMAL,NotKnox,PF,Safely,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,3-4BR,Kyle; vrbo:4622484; airbnb:1424743990217223436",40 %,27 %,0,11
393226,"Katrina Maloney 659 (SCounty) -- Rustic Retreat  Jacuzzi, Fireplaces & Views",TRUE,TRUE,available,hostaway,165,154.0,120,,1,Sevierville,1-4 BR with MINIMUM REQUESTS,,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,Lily,NotKnox,Safely,SCounty,Summer,3-4BR; vrbo:4685424; airbnb:1424754862169944576",50 %,33 %,0,3
393883,Senthilkumar Davudkadirkamasundram 3725 -- 6BR Cabin w/ Pool & Theater Room,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Pigeon Forge,,,"HA3,SCounty,1-2BR Cabin,3-4BR,NotKnox,PF",100 %,100 %,0,0
393898,"Mark Urban 2123 (SCounty) -- Smoky Summit: Hot Tub, Games, Views, + Pets 50lbs>",TRUE,TRUE,available,hostaway,160,160.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,NotKnox,Pet,Safely,SCounty,Summer,TendwellCleaning,3-4BR,1-2BR Cabin; vrbo:4665416; airbnb:1442085241506359283",77 %,59 %,0,14
393903,Josh Ehler 3214 -- Smoky Mtn Pool Cabin Retreat,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,,0 %,0 %,Unavailable,Unavailable
393926,"Andrew Crawford 1024 (SCity) -- Unbeatable Cabin-PetsAllowed,Hot Tub,Firepit,Games",TRUE,TRUE,available,hostaway,220,208.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"ElainyCleaner,Group 2,HA1,Lily,NotKnox,Pet,Safely,SCity,3-4BR,1-2BR Cabin,SCounty; vrbo:4645122; airbnb:1426076483478252015",68 %,54 %,7,12
394794,Candace Thompson 673 (GAT) -- Gatlinburg Splash-Theater-Pool,TRUE,TRUE,available,hostaway,400,421.0,140,1799,3,Gatlinburg,Luxury Cabins/Houses (3-4 Bedrooms),,"GAT,Group 1,HA6,Lily,NotKnox,Safely,TendwellCleaning,3-4BR,HA3,SCounty,1-2BR Cabin,Jordan,Stillwater; vrbo:5036512; airbnb:1427522513275898238",68 %,62 %,4,4
394796,Candace Thompson 720 (SCounty) -- Great Smoky Getaway-Hot Tub-Pool,TRUE,TRUE,available,hostaway,804,789.0,401,2900,6,Gatlinburg,Luxury Cabins/Houses (5-6 Bedrooms),,"5-6BR,Group 1,HA6,Jordan,NotKnox,Safely,SCounty,TendwellCleaning,Lily,HA3,1-2BR Cabin,3-4BR,Stillwater; vrbo:5036511; airbnb:1426900501200579875",70 %,72 %,6,9
396447,"Lewis Earnst 932 (SCounty) · Falcon's Lookout: MTN Views, Hot Tub, Grill, Games -- Falcon's Lookout: MTN Views, Hot Tub, Grill, Games",FALSE,TRUE,hidden,hostaway,350,370,139,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"1-2BR Cabin,3-4BR,BlessedCleaningTyler,Group 2,HA1,NotKnox,SCounty; airbnb:1446385638216305750",100 %,100 %,0,0
396703,"Jason Hyre 568 (PF) -- Winding Down: Pet Friendly, Hot Tub, Games, and Near PF",TRUE,TRUE,available,hostaway,190,185.0,200,,3,Pigeon Forge,1-4 BR with MINIMUM REQUESTS,3-4 Bedrooms,"Group 2,HA1,Lily,NORMAL,NotKnox,PF,Safely,TendwellCleaning,3-4BR,SCounty,1-2BR Cabin,Pet,Summer; vrbo:4645123; airbnb:1431820942786086366",68 %,54 %,0,9
396708,Dylan Robinson 744 (SCounty) -- The Overlook at Chalet Village: Hot Tub+Games+MORE,TRUE,TRUE,available,hostaway,585,513.0,229,,5,Gatlinburg,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA4,NotKnox,Safely,SCounty,Summer,3-4BR,1-2BR Cabin,GAT; vrbo:4864187; airbnb:1445020842194659460",77 %,72 %,2,10
398233,Grace hideaway (Freddy Rivas 2640) -- Ask about 4N discount! Indoor Pool/Amazing Gazebo,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,,,,,
398239,Lou and Elva Romano 2556 (SCounty) -- Mr Blue Skies - 7BR Sleeps 20 Views / Private Pool,TRUE,TRUE,available,hostaway,730,747.0,440,,7,Sevierville,Cabins/Houses (7+ Bedrooms),,"7+BR,Group 1,HA6,Key,Lily,NotKnox,Safely,SCounty,SS,TendwellCleaning,1-2BR Cabin,3-4BR; vrbo:3424965; airbnb:899281878782074465",68 %,67 %,8,38
398774,Patrick Glasco 2728 (Scounty) -- Cha Chas Castle - 8BR Sleeps 30 w/ Pool & Jacuzzi,TRUE,TRUE,available,hostaway,750,806.0,480,,8,Sevierville,Cabins/Houses (7+ Bedrooms),,"7+BR,Group 1,HA6,Key,Lily,NotKnox,Safely,SCounty,SS,TendwellCleaning,1-2BR Cabin,3-4BR; vrbo:3424966; airbnb:899344940944839605",88 %,92 %,4,8
398775,Rachel Ewe 816 (GAT) -- Chalet Vista | Pool  Hot Tub  Game Room  Views,TRUE,TRUE,available,hostaway,260,250.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"GAT,Group 1,HA6,Key,Lily,NotKnox,Safely,SS,TendwellCleaning,3-4BR,SCounty,1-2BR Cabin; vrbo:2511863; airbnb:1321615632291200478",88 %,72 %,0,0
398786,Rocky Crest (Jonatan & Freddy 2225) -- 8BR Sleeps 24 with Private Pool/Arcade/Gazebo/View,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,TendwellCleaning,100 %,100 %,0,0
398789,Angela McIlveen 811 (SCounty) -- Best Area Views-Games/HotTub/Private Pool/PuttPutt,TRUE,TRUE,available,hostaway,750,711.0,810,,8,Sevierville,Cabins/Houses (7+ Bedrooms),,"7+BR,Group 1,HA6,Key,Lily,NotKnox,Safely,SCounty,SS,TendwellCleaning,1-2BR Cabin,3-4BR; vrbo:4438039; airbnb:1241908858970564698",85 %,80 %,12,34
399655,Grande Grace Vista -- Ask about 4N discount Pool/gamerooms/views/hottubs,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,,100 %,100 %,Unavailable,Unavailable
399668,Grace summit -- Grace summit/hot tub/games/pool/parking/10% off*,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,,100 %,100 %,Unavailable,Unavailable
399669,"Grace Summit -- Grace Summit:Hot tub,Heated pool,Game room,Views",FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,,100 %,100 %,Unavailable,Unavailable
399869,"Taylor Mast 793 (GAT) -- Grand Vista Lodge | Pool, Hot Tub & Epic Views",TRUE,TRUE,available,hostaway,550,509.0,209,,5,Gatlinburg,5-6 Bedrooms,,"5-6BR,GAT,Group 1,HA6,Key,Lily,NotKnox,Safely,SS,TendwellCleaning,SCounty,1-2BR Cabin,3-4BR; vrbo:3274101; airbnb:835626031109305768",62 %,66 %,0,0
402604,Daryl Nelson 159 (JC) -- Blessed Getaway: Theater+LakeView+GAMES!,TRUE,TRUE,available,hostaway,400,386.0,300,,6,Dandridge,5-6 Bedrooms,,"5-6BR,Group 1,HA1,JC,Key,NotKnox,Safely,Summer,TendwellCleaning,Lily,SCounty,1-2BR Cabin,3-4BR; vrbo:4665420; airbnb:1447160786534185718",92 %,88 %,0,0
268175,"Andres Armienta 4108 (SCounty) -- Fox Hunters Haven: Putt-Putt, Theater, & Arcade!",FALSE,TRUE,hidden,hostaway,380,Unavailable,,,4,Sevierville,,,"Blocked Calendar,SCounty,HA3,1-2BR Cabin,3-4BR,BlessedCleaningTyler,Group 1,HA5,Kyle,NotKnox; vrbo:4018152",100 %,100 %,0,0
403210,Jamie Braddy 810 (GAT) -- Views Galore! HotTub+Theater+PetsWelcome Sleeps 22,TRUE,TRUE,available,hostaway,684,735.0,625,,9,Gatlinburg,Cabins/Houses (7+ Bedrooms),,"7+BR,GAT,Group 1,HA1,Key,Lily,NotKnox,Pet,Safely,TendwellCleaning,SCounty,1-2BR Cabin,3-4BR; vrbo:4702841; airbnb:1452267370795718597",95 %,97 %,0,0
403224,"Rachel Turbyville 2244 (SCounty) -- Tucked Inn: Hot Tub, Grill, Fireplace & MORE!",TRUE,TRUE,available,hostaway,145,142.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,Lily,NotKnox,Safely,SCounty,TendwellCleaning,3-4BR,1-2BR Cabin; vrbo:4713111",100 %,100 %,0,0
403233,"Rachel Turbyville 2246 (SCounty) -- Jeremiahs Lodge: Pet Friendly, Grill, Fireplace, MORE!",TRUE,TRUE,available,hostaway,165,166.0,98,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,Lily,NotKnox,Pet,Safely,SCounty,TendwellCleaning,3-4BR,1-2BR Cabin; vrbo:4717141; airbnb:1446530964512080382",100 %,100 %,0,0
403310,Brandon Brown 207 (GAT) -- Stunning Mountain Views with Community Amenities!,TRUE,TRUE,available,hostaway,110,107.0,100,,2,Gatlinburg,1-4 BR with MINIMUM REQUESTS,,"1-2BR Condo,BlessedCleaningTyler,GAT,Group 3,HA1,Junior,Lily,NotKnox,Safely,SCounty,1-2BR Cabin,3-4BR,Group 2; vrbo:4677717; airbnb:1451493047554986781",27 %,18 %,4,4
403669,"David Butler 2046 (GAT) Climbing to NEW Heights: Hot Tub, Theater, Games! -- Climbing to NEW Heights: Hot Tub, Theater, Games!",FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,"1-2BR Cabin,3-4BR,GAT,Group 2,HA1,NotKnox,TendwellCleaning",100 %,100 %,0,0
406536,"Nancy Nguyen 2832 (PF) -- Smoky Crest: Hot Tub, Pool, Foosball, Grill, MORE!",FALSE,TRUE,hidden,hostaway,210,212.0,110,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"Blocked Calendar,PF,Group 2,HA1,NotKnox,Safely,Summer,HA3,SCounty,1-2BR Cabin,3-4BR; airbnb:1460980221569156505",100 %,100 %,0,0
407952,Jeanine Spangler 1150 (SCounty) -- Smokies Sanctuary | Hot Tub | Fireplace | FirePit!,TRUE,TRUE,available,hostaway,135,134.0,75,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,3-4BR; vrbo:4734646",100 %,100 %,0,0
408382,Priya Dhawan 2534 (SCounty) -- Brand New~Luxury Lodge~Views~Pool~Golf Sim~Hot Tub,TRUE,TRUE,available,hostaway,1310,1263.0,420,3000,7,Sevierville,Luxury Cabins/Houses (5-6 Bedrooms),,"7+BR,Group 1,HA6,NotKnox,Safely,SCounty,TendwellCleaning,Lily,HA3,1-2BR Cabin,3-4BR,Jordan,Stillwater; vrbo:5037147; airbnb:1455864320309618130",82 %,84 %,11,18
409413,Ramesh Kumar 772 (GAT) -- Bearfoot Ridge: Hot Tub | Game Room | MTN Views!,TRUE,TRUE,available,hostaway,250,249.0,100,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA1,Katie,NotKnox,Safely,Summer,SCounty,1-2BR Cabin,TendwellCleaning; vrbo:4752171; airbnb:1467537714524511897",85 %,64 %,5,5
409426,"Nick Jacoby 440 (PCenter) -- The Treasure Of Tennessee: View, 2 Hot Tubs, Pool!",TRUE,TRUE,available,hostaway,525,522.0,330,,6,Pittman Center,5-6 Bedrooms,,"5-6BR,Group 1,HA1,Key,Lily,NotKnox,PC,PCenter,Safely,TendwellCleaning,SCounty,1-2BR Cabin,3-4BR; vrbo:4717234; airbnb:1466755716682405400",78 %,73 %,3,3
411807,Matt Painter 2104 (KCity) -- Cozy Corner: Spacious Area & Outdoor Lounges!,TRUE,TRUE,available,hostaway,133,132.0,94,,3,Knoxville,Knox All listing,Knox 3-4BR,"Group 3,HA2,KCity,MadersCleaningTeresa,Regina,Safely,KnoxStaytion,3-4BR,SCounty,1-2BR Cabin,Group 2; vrbo:4721113; airbnb:1467401184134041182",27 %,18 %,2,12
413965,Jenn Sackenheim 100-B3 -- Stays in South Gay,FALSE,TRUE,hidden,hostaway,132,Unavailable,69,,1,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Blocked Calendar,Safely,SCounty,HA3,1-2BR Cabin,3-4BR; airbnb:1466844908364870492",100 %,100 %,0,0
415225,"Jeanine Patterson 1161 (GAT) -- Smoky Hearth Retreat: Pool, Hot Tub, Games & MORE!",TRUE,TRUE,available,hostaway,140,142.0,95,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"GAT,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,TendwellCleaning,3-4BR,SCounty,1-2BR Cabin; vrbo:4791487; airbnb:1475387421235216136",43 %,29 %,3,18
418398,Robin Lall 3931 (SCounty) -- HoneyscapeTreehouse:HotTub+IntimateGetaway+Firepit,TRUE,TRUE,available,hostaway,210,218.0,100,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,NotKnox,Safely,SCounty,Summer,3-4BR,TendwellCleaning; vrbo:4786116; airbnb:1483341472665038848",73 %,57 %,10,18
422503,"Karen Wanamarta 3736 (SCounty) -- Dolly's Darling Cabin | Views, Hot Tub, Game Area!",TRUE,TRUE,available,hostaway,240,237.0,105,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,3-4BR,Lily,1-2BR Cabin; vrbo:4771929; airbnb:1487824812857872070",82 %,76 %,10,19
422587,"Jerry Pegram 2137 (SCounty) -- Secluded Cabin: Hot Tub, Fireplace, GameRoom, MORE",TRUE,TRUE,available,hostaway,210,207.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Lily,NotKnox,Safely,SCounty,TendwellCleaning,Summer,3-4BR,1-2BR Cabin,BlessedCleaningTyler; vrbo:4857137; airbnb:1500811441674438606",63 %,53 %,0,16
423924,"Patty Cloninger 2208 (SCounty) -- Peaceful Retreat: Hot Tub, Grill, Fireplace & MORE",TRUE,TRUE,available,hostaway,165,162.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Lily,NotKnox,Safely,SCounty,TendwellCleaning,NORMAL,3-4BR; vrbo:4909204; airbnb:1496499601296237112",77 %,51 %,0,5
423929,Patrick Lannon 210 (KCity) -- Highway Vintage | Boutique City Escape,TRUE,TRUE,available,hostaway,196,198.0,104,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 2,HA2,KCity,Regina,Safely,KnoxStaytion,SCounty,1-2BR Cabin,3-4BR; vrbo:4883466; airbnb:1502221068953498404",40 %,27 %,0,7
431015,"Bob Surak 2010 (SCounty) -- Rustic Cove: Views, Hot Tub, Theater & Game Room!",TRUE,TRUE,available,hostaway,320,344.0,149,,5,Sevierville,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCity,SCounty,1-2BR Cabin,3-4BR; vrbo:4864186; airbnb:1506577695949789522",92 %,63 %,6,9
95465,Karim Boghani 110-1 (KCity) -- Cozy Old City Loft - Minutes from Market Square,FALSE,TRUE,hidden,hostaway,200,Unavailable,,,2,Knoxville,,,"Blocked Calendar,HA2,KCity,KnoxStaytion,HA3,SCounty,1-2BR Cabin,1-2BR Condo,3-4BR,EasyBNBAmanda,Group 2,Kyle,NotKnox; vrbo:2657808",100 %,100 %,0,0
95675,Karim Boghani 110-2 (KCity) -- Bright Old City Loft,FALSE,TRUE,hidden,hostaway,190,Unavailable,,,2,Knoxville,,,"Blocked Calendar,HA2,KCity,KnoxStaytion,HA3,SCounty,1-2BR Cabin,1-2BR Condo,3-4BR,EasyBNBAmanda,Group 2,Kyle,NotKnox; vrbo:2657809",100 %,100 %,0,0
431878,"Jeff Winberry 2627 (BC) -- White Lodge, 4BD, Sleeps 8 w/Fire Pit, Close to TYS",TRUE,TRUE,available,hostaway,225,231.0,120,,4,Maryville,Knox All listing,Knox 3-4BR,"3-4BR,BC,Group 3,HA1,NotKnox,Regina,Safely,SCounty,1-2BR Cabin,Group 2,TurnoverProDonnita; vrbo:4875303; airbnb:1510810725831113013",27 %,18 %,9,9
432526,"Daniel Shepherd 1931 (SCounty) -- Smokies Mountain Charm: Views, Hot Tub, Game Room!",TRUE,TRUE,available,hostaway,175,174.0,95,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 1,HA1,Safely,Summer,TendwellCleaning,SCounty,NotKnox,PF; vrbo:5021705; airbnb:1557411243649201487",68 %,46 %,3,9
432546,Simon Shanco 1626 (GAT) -- Smoky Whispers: Hot Tub+PoolTable+Grill+PETS!,TRUE,TRUE,available,hostaway,160,Unavailable,90,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,GAT,Group 2,HA1,NotKnox,Regina,Safely,SCounty,TendwellCleaning; vrbo:4877683; airbnb:1518928763163347361",78 %,62 %,0,48
432553,"Kerry Doane 3005 (SCounty) -- Secluded Cabin w/ Mountain Views, Hot Tub, + Games",TRUE,TRUE,available,hostaway,240,229.0,97,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning; vrbo:4922307; airbnb:1537736101383677304",73 %,49 %,0,0
432565,David Artuso 69 -- Smokies Ridge Cabin,TRUE,TRUE,available,hostaway,210,210.0,105,,2,Sevier County,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Blocked Calendar,HA1,Safely,Summer,SCounty,NotKnox; airbnb:1508727552775966820",100 %,100 %,0,0
